plot_size_sqft,building_size_sqft,num_floors,planned_duration_months,plot_shape_code,topography_code,design_complexity_score,customization_level,site_difficulty_score,kerala_district_code,construction_start_month,monsoon_exposure_score,district_risk_tier,terrain_code,rainfall_code,flood_risk_code,effective_monsoon_score,time_delay_risk
1203,1756,1,16,0,1,13,5,3,6,2,0.3333,0,1,2,0,0.3333,1
3002,3605,3,17,3,3,9,0,7,9,2,0.3333,0,1,2,0,0.3333,2
3701,3037,2,28,0,2,8,1,6,6,5,0.7556,0,0,2,1,0.7556,2
2070,3869,2,3,2,2,16,5,4,2,7,0.6778,1,4,2,0,0.6778,2
1745,3965,4,16,2,0,8,0,3,6,3,0.5,0,2,2,2,0.5,2
2751,3113,4,28,2,0,8,0,0,2,2,0.3333,1,1,2,1,0.3333,2
2495,3327,1,17,0,2,6,1,6,9,8,0.5111,0,1,2,0,0.5111,2
3075,3244,4,17,1,1,9,0,3,1,12,0.0,0,4,2,0,0.0,1
4140,517,4,10,2,1,15,3,2,0,8,0.5111,0,2,1,1,0.3578,2
762,650,1,21,3,0,12,5,0,1,2,0.3333,0,1,2,0,0.3333,1
4851,3323,3,11,2,1,7,0,3,8,12,0.0,0,1,1,0,0.0,1
3651,3468,3,33,0,3,18,5,6,10,1,0.1667,0,2,2,1,0.1667,1
2541,2269,5,26,0,1,13,1,5,0,4,0.6667,0,0,1,0,0.4667,2
3962,3625,1,14,0,1,3,0,4,0,5,0.7556,0,0,1,0,0.5289,2
3486,2959,1,35,3,3,13,4,6,4,3,0.5,1,0,2,1,0.5,2
3644,858,3,4,1,3,13,2,9,3,3,0.5,1,3,2,2,0.5,2
3239,1386,3,3,3,3,18,5,6,12,1,0.1667,0,4,2,0,0.1667,2
2940,1643,3,10,3,2,8,0,5,1,6,0.8444,0,1,2,0,0.8444,2
1333,758,5,16,3,0,18,4,1,5,3,0.5,2,5,3,0,0.65,2
4652,1180,2,22,2,1,13,4,4,6,10,0.1778,0,1,2,0,0.1778,1
2516,3363,2,29,2,1,7,1,5,1,2,0.3333,0,1,2,0,0.3333,1
2037,2334,4,31,3,3,18,5,6,11,5,0.7556,2,4,3,0,0.9823,2
4401,3869,1,35,3,1,7,2,3,6,1,0.1667,0,0,2,1,0.1667,0
2863,633,2,16,2,1,7,1,4,8,2,0.3333,0,1,1,0,0.2333,1
4111,2988,1,16,3,0,4,1,0,7,12,0.0,0,1,2,0,0.0,0
4757,1494,2,16,3,0,12,4,1,1,10,0.1778,0,2,2,1,0.1778,1
4879,3967,1,17,3,2,4,0,5,4,2,0.3333,1,3,2,2,0.3333,2
3486,3594,3,24,1,2,10,1,5,6,6,0.8444,0,1,2,0,0.8444,2
648,518,4,22,1,3,13,1,8,11,8,0.5111,2,5,3,0,0.6644,2
2563,1716,4,13,2,0,14,3,2,9,10,0.1778,0,1,2,0,0.1778,1
4106,2246,1,27,3,1,3,0,2,6,1,0.1667,0,3,2,2,0.1667,1
3410,1024,2,17,2,2,12,3,7,10,3,0.5,0,1,2,0,0.5,2
1747,961,1,24,2,3,11,3,6,0,7,0.6778,0,2,1,1,0.4745,2
1505,3097,1,13,0,1,7,2,2,1,12,0.0,0,2,2,1,0.0,1
1571,1618,3,20,2,0,8,1,3,8,3,0.5,0,0,0,0,0.2,1
3703,1239,4,10,0,1,9,0,2,6,10,0.1778,0,1,2,0,0.1778,1
3215,1291,3,21,0,1,7,0,4,11,3,0.5,2,4,3,0,0.65,2
2286,2886,5,18,1,0,10,0,2,0,8,0.5111,0,2,1,1,0.3578,2
3447,2806,1,13,0,1,5,1,4,9,4,0.6667,0,2,2,1,0.6667,2
763,1718,3,22,3,1,7,0,4,6,8,0.5111,0,3,2,2,0.5111,2
1746,1156,1,8,2,0,8,3,2,6,9,0.3444,0,0,2,1,0.3444,1
2189,3343,3,3,2,2,8,0,7,2,5,0.7556,1,0,2,1,0.7556,2
3362,2077,1,10,1,0,10,4,1,1,1,0.1667,0,2,2,1,0.1667,1
1685,3382,5,19,0,0,18,4,3,0,3,0.5,0,1,1,0,0.35,2
3576,1054,1,25,3,2,14,5,6,11,10,0.1778,2,4,3,0,0.2311,2
3548,1591,5,6,2,0,12,1,3,12,2,0.3333,0,2,2,1,0.3333,2
605,663,3,28,0,2,8,0,4,2,7,0.6778,1,4,2,0,0.6778,2
3678,1274,2,33,2,3,9,1,7,0,9,0.3444,0,1,1,0,0.2411,1
692,3993,3,12,3,1,9,1,5,7,11,0.0889,0,2,2,1,0.0889,2
4100,1399,2,21,2,2,16,5,6,6,12,0.0,0,3,2,2,0.0,1
4633,1881,3,14,0,2,8,0,4,7,12,0.0,0,1,2,0,0.0,1
1964,3374,5,21,1,3,18,3,7,7,2,0.3333,0,4,3,0,0.4333,2
939,2618,5,13,3,0,10,0,2,2,8,0.5111,1,4,2,0,0.5111,2
3850,656,1,20,1,2,10,3,6,1,6,0.8444,0,1,2,0,0.8444,2
1079,2730,3,24,2,1,7,0,3,0,10,0.1778,0,4,2,0,0.1778,1
2558,2037,5,33,0,0,12,1,2,3,8,0.5111,1,3,2,2,0.5111,2
2884,3645,1,16,0,1,3,0,3,5,3,0.5,2,5,3,0,0.65,2
3408,2243,1,15,0,0,8,3,3,7,9,0.3444,0,2,2,1,0.3444,1
4221,555,3,10,2,0,12,3,2,10,12,0.0,0,0,2,0,0.0,1
1139,1644,5,29,1,2,18,3,4,9,1,0.1667,0,0,2,1,0.1667,1
3006,900,4,21,2,2,14,2,4,12,12,0.0,0,0,2,0,0.0,1
2691,2011,5,25,0,3,13,0,9,3,4,0.6667,1,2,2,2,0.6667,2
3314,1353,3,10,3,0,14,4,0,7,10,0.1778,0,2,2,1,0.1778,1
4729,1779,2,3,0,2,8,1,5,2,9,0.3444,1,4,2,0,0.3444,2
2906,1699,4,10,0,2,14,2,6,7,10,0.1778,0,2,2,1,0.1778,2
2039,530,3,16,3,3,17,4,7,2,6,0.8444,1,1,2,1,0.8444,2
1024,3032,3,14,0,0,16,5,0,6,4,0.6667,0,0,2,1,0.6667,2
1792,984,3,5,3,2,12,2,5,9,2,0.3333,0,2,2,1,0.3333,2
3295,3911,2,27,1,3,17,5,8,9,2,0.3333,0,2,2,1,0.3333,2
2186,3067,1,15,3,1,11,4,4,7,3,0.5,0,4,3,0,0.65,2
1442,1516,5,30,2,0,14,2,0,0,3,0.5,0,1,1,0,0.35,2
1351,3284,2,5,3,1,11,3,5,9,1,0.1667,0,0,2,1,0.1667,1
2660,462,1,34,3,2,8,2,5,5,8,0.5111,2,4,3,0,0.6644,2
3816,2907,5,14,0,3,18,3,9,6,12,0.0,0,0,2,1,0.0,1
4241,1023,4,18,3,0,10,1,0,6,5,0.7556,0,1,2,0,0.7556,2
4875,1539,4,4,2,3,17,3,7,4,1,0.1667,1,1,2,0,0.1667,2
1305,993,2,32,1,3,15,4,9,8,8,0.5111,0,0,0,0,0.2044,1
1977,3323,5,6,3,0,16,3,2,0,8,0.5111,0,2,1,1,0.3578,2
802,2331,1,20,0,2,8,2,4,0,2,0.3333,0,1,1,0,0.2333,1
3593,1351,5,8,0,1,18,4,5,3,4,0.6667,1,3,2,2,0.6667,2
3166,885,5,14,2,1,11,0,5,7,1,0.1667,0,4,3,0,0.2167,1
1961,3061,3,28,0,0,6,0,2,10,1,0.1667,0,0,2,0,0.1667,1
601,1934,3,16,2,1,15,4,3,6,4,0.6667,0,3,2,2,0.6667,2
3297,3681,4,3,0,2,12,1,6,10,9,0.3444,0,2,2,1,0.3444,2
788,524,4,12,2,3,15,2,6,10,3,0.5,0,1,2,0,0.5,2
3148,3823,1,36,1,2,14,5,7,6,2,0.3333,0,1,2,0,0.3333,1
4931,459,3,15,3,0,6,0,3,5,4,0.6667,2,4,3,0,0.8667,2
3296,776,1,15,0,2,12,4,6,0,12,0.0,0,0,1,0,0.0,0
1118,2807,2,10,0,2,6,0,4,7,11,0.0889,0,4,3,0,0.1156,1
2437,3542,2,33,2,2,12,3,5,9,4,0.6667,0,0,2,1,0.6667,2
3486,456,3,19,2,0,8,1,0,9,10,0.1778,0,1,2,0,0.1778,1
3326,3014,2,17,3,0,14,5,3,0,2,0.3333,0,0,1,0,0.2333,1
1257,2194,3,28,1,2,14,3,6,12,7,0.6778,0,2,2,1,0.6778,2
2004,1721,1,36,1,3,13,4,6,11,7,0.6778,2,4,3,0,0.8811,2
4601,3126,4,3,3,0,18,5,1,8,11,0.0889,0,0,0,0,0.0356,1
4565,3390,5,33,1,2,16,2,6,0,11,0.0889,0,1,1,0,0.0622,1
4269,941,5,16,0,2,18,4,5,2,3,0.5,1,5,3,0,0.65,2
918,3731,2,22,2,1,5,0,4,10,10,0.1778,0,0,2,0,0.1778,1
2954,2089,3,14,1,3,17,4,7,4,4,0.6667,1,1,2,0,0.6667,2
1452,3611,2,20,3,0,8,2,1,8,2,0.3333,0,0,0,0,0.1333,1
2651,1127,5,6,0,0,16,3,1,6,5,0.7556,0,2,2,2,0.7556,2
2979,829,4,21,0,2,12,1,6,6,10,0.1778,0,2,2,2,0.1778,1
3446,3484,2,23,2,1,13,4,5,4,11,0.0889,1,5,3,0,0.1156,2
1451,3796,2,12,2,0,12,4,3,0,3,0.5,0,4,2,0,0.5,2
807,1695,5,21,0,1,15,2,4,7,1,0.1667,0,0,2,0,0.1667,1
4474,2618,1,31,0,3,7,1,9,11,5,0.7556,2,5,3,0,0.9823,2
1842,2624,2,27,1,1,9,2,5,0,5,0.7556,0,1,1,0,0.5289,2
816,1632,2,18,0,3,7,0,9,2,1,0.1667,1,5,3,0,0.2167,2
2625,806,1,17,0,0,8,3,2,8,10,0.1778,0,0,0,0,0.0711,0
2752,578,4,14,3,1,18,5,3,3,8,0.5111,1,2,2,2,0.5111,2
3250,1525,1,17,0,3,13,4,6,4,4,0.6667,1,3,2,2,0.6667,2
3792,1212,3,14,3,2,10,1,5,12,12,0.0,0,2,2,1,0.0,1
1847,2632,4,12,0,0,8,0,0,3,12,0.0,1,3,2,2,0.0,2
824,3437,3,29,2,2,18,5,7,6,9,0.3444,0,2,2,2,0.3444,2
2065,1073,1,24,0,0,4,1,0,3,3,0.5,1,2,2,2,0.5,2
683,1248,2,23,0,2,14,4,4,4,11,0.0889,1,3,2,2,0.0889,2
814,1257,1,3,0,1,9,3,4,3,7,0.6778,1,3,2,2,0.6778,2
1151,481,2,25,0,0,10,3,0,12,7,0.6778,0,4,2,0,0.6778,2
869,3348,1,18,0,3,5,0,7,6,3,0.5,0,0,2,1,0.5,1
927,3300,2,24,3,2,16,5,7,1,9,0.3444,0,1,2,0,0.3444,2
3963,3287,2,34,0,1,11,3,3,0,4,0.6667,0,4,2,0,0.6667,2
3784,685,3,9,0,0,6,0,1,11,3,0.5,2,5,3,0,0.65,2
4295,2146,4,26,0,3,13,1,9,1,3,0.5,0,2,2,1,0.5,2
4054,724,1,22,2,1,9,3,5,0,5,0.7556,0,4,2,0,0.7556,2
4451,2744,4,17,2,2,18,4,7,0,11,0.0889,0,4,2,0,0.0889,1
2521,2542,4,27,0,3,13,1,6,8,3,0.5,0,0,0,0,0.2,1
4919,2485,4,11,3,2,18,4,6,8,2,0.3333,0,4,1,0,0.2333,2
4245,658,1,27,1,1,7,2,4,0,4,0.6667,0,1,1,0,0.4667,1
1781,2682,3,10,2,2,16,4,7,0,2,0.3333,0,2,1,1,0.2333,2
1779,929,4,25,3,3,15,2,8,4,6,0.8444,1,5,3,0,1.0,2
4772,1253,1,10,3,2,12,4,5,8,4,0.6667,0,0,0,0,0.2667,1
3726,3884,4,12,0,3,11,0,7,12,4,0.6667,0,2,2,1,0.6667,2
3630,746,5,18,2,1,18,4,3,2,12,0.0,1,5,3,0,0.0,2
1407,2200,4,16,3,3,13,1,8,1,7,0.6778,0,4,2,0,0.6778,2
4861,2785,1,27,1,1,9,3,4,3,6,0.8444,1,3,2,2,0.8444,2
1048,1905,1,36,0,2,8,2,6,9,8,0.5111,0,2,2,1,0.5111,2
4881,488,3,21,2,1,17,5,5,0,8,0.5111,0,1,1,0,0.3578,2
3182,3042,3,18,0,1,11,2,4,12,5,0.7556,0,0,2,0,0.7556,2
4747,1666,2,28,2,0,10,3,2,3,2,0.3333,1,0,2,1,0.3333,2
4346,2632,4,17,0,0,18,5,2,7,8,0.5111,0,2,2,1,0.5111,2
3468,514,2,18,2,2,14,4,5,5,9,0.3444,2,5,3,0,0.4477,2
3079,2091,2,12,1,2,12,3,7,3,1,0.1667,1,3,2,2,0.1667,2
2631,2726,3,17,0,2,14,3,4,4,12,0.0,1,3,2,2,0.0,2
3947,461,3,13,2,3,13,2,7,0,9,0.3444,0,1,1,0,0.2411,1
2848,2549,1,34,2,1,3,0,3,9,3,0.5,0,4,2,0,0.5,1
1646,2379,2,31,1,0,6,1,0,10,10,0.1778,0,2,2,1,0.1778,1
1756,2596,3,18,3,0,16,5,2,0,3,0.5,0,0,1,0,0.35,2
1107,529,5,6,1,2,16,2,5,11,4,0.6667,2,5,3,0,0.8667,2
2756,2747,2,25,2,2,16,5,4,7,2,0.3333,0,0,2,0,0.3333,1
757,3367,1,11,1,0,12,5,1,9,2,0.3333,0,4,2,0,0.3333,2
1384,3269,2,19,1,3,13,3,7,8,10,0.1778,0,1,1,0,0.1245,1
4258,2941,4,9,3,2,16,3,5,13,10,0.1778,0,0,2,0,0.1778,2
3383,3119,1,20,1,2,4,0,4,12,7,0.6778,0,2,2,1,0.6778,2
1134,3429,5,28,1,2,18,5,4,1,1,0.1667,0,2,2,1,0.1667,1
3416,1520,1,23,0,1,11,4,2,0,12,0.0,0,2,1,1,0.0,0
4748,3016,3,26,0,1,11,2,3,3,12,0.0,1,2,2,2,0.0,2
2445,3691,4,19,3,2,16,3,4,12,4,0.6667,0,2,2,1,0.6667,2
2614,3027,2,10,2,2,10,2,5,9,12,0.0,0,0,2,1,0.0,1
3467,1500,4,25,3,3,18,5,7,0,4,0.6667,0,1,1,0,0.4667,2
2513,1769,2,27,0,1,11,3,5,3,9,0.3444,1,3,2,2,0.3444,2
1217,2464,4,11,2,0,18,5,1,0,2,0.3333,0,2,1,1,0.2333,2
2933,2140,3,11,0,3,13,2,8,11,4,0.6667,2,1,2,0,0.6667,2
1715,588,5,10,3,1,17,3,3,8,3,0.5,0,0,0,0,0.2,1
1837,2576,1,10,3,0,2,0,0,9,5,0.7556,0,2,2,1,0.7556,2
3841,3647,5,15,1,3,18,5,9,6,10,0.1778,0,4,2,0,0.1778,2
2214,2740,3,32,1,0,14,4,1,0,6,0.8444,0,4,2,0,0.8444,2
4567,3829,5,18,1,2,18,3,4,3,1,0.1667,1,3,2,2,0.1667,2
3630,510,2,10,3,2,8,1,7,0,9,0.3444,0,2,1,1,0.2411,1
1336,1165,5,15,3,3,18,4,8,1,9,0.3444,0,2,2,1,0.3444,2
4787,1971,5,29,3,3,18,3,8,2,5,0.7556,1,1,2,1,0.7556,2
1425,1705,1,33,0,2,14,5,4,8,2,0.3333,0,0,0,0,0.1333,1
1220,3985,4,36,3,1,13,2,3,6,3,0.5,0,2,2,2,0.5,2
4829,806,2,18,2,1,11,3,2,11,3,0.5,2,5,3,0,0.65,2
2345,635,1,35,0,3,11,3,9,1,3,0.5,0,4,2,0,0.5,2
3073,1220,4,13,1,1,13,2,4,13,10,0.1778,0,1,2,0,0.1778,1
1950,1318,3,14,0,1,9,1,4,4,5,0.7556,1,3,2,2,0.7556,2
3561,1070,1,14,1,0,8,3,3,1,12,0.0,0,2,2,1,0.0,0
1077,917,1,12,3,3,13,4,6,11,4,0.6667,2,5,3,0,0.8667,2
1254,1174,3,30,3,2,18,5,7,0,3,0.5,0,0,1,0,0.35,2
3758,2195,2,27,1,3,11,2,6,5,3,0.5,2,4,3,0,0.65,2
3322,1427,4,20,1,0,16,4,1,4,6,0.8444,1,1,2,0,0.8444,2
811,2251,1,11,0,1,11,4,3,1,4,0.6667,0,1,2,0,0.6667,2
4927,2225,2,19,3,2,6,0,4,10,6,0.8444,0,2,2,1,0.8444,2
4426,2006,1,20,0,3,7,1,8,0,7,0.6778,0,4,2,0,0.6778,2
3137,1164,5,20,3,1,13,1,3,12,2,0.3333,0,1,2,0,0.3333,1
4781,1176,2,23,0,3,15,4,7,10,3,0.5,0,2,2,1,0.5,2
3788,2593,4,35,2,0,18,5,1,10,1,0.1667,0,1,2,0,0.1667,1
4099,2861,2,30,3,2,14,4,7,10,6,0.8444,0,0,2,0,0.8444,2
2307,2816,4,20,1,1,13,2,5,10,1,0.1667,0,1,2,0,0.1667,1
4154,3326,1,18,3,1,7,2,4,7,5,0.7556,0,2,2,1,0.7556,2
3433,2472,2,18,0,2,6,0,7,10,2,0.3333,0,4,2,0,0.3333,1
4019,525,1,14,1,1,13,5,3,1,6,0.8444,0,3,2,2,0.8444,2
3581,3550,1,12,0,2,10,3,6,3,1,0.1667,1,1,2,1,0.1667,2
2310,3024,5,13,3,2,12,0,6,13,3,0.5,0,0,2,0,0.5,2
3576,714,5,18,2,1,18,4,5,13,10,0.1778,0,2,2,1,0.1778,1
2673,2960,3,21,3,0,16,5,2,5,2,0.3333,2,5,3,0,0.4333,2
1597,3189,4,13,2,1,9,0,5,4,11,0.0889,1,4,2,0,0.0889,2
4330,1698,5,13,3,1,18,4,2,10,2,0.3333,0,1,2,0,0.3333,2
3848,3213,2,33,2,2,8,1,4,0,6,0.8444,0,1,1,0,0.5911,2
4162,1186,5,10,2,3,18,4,7,3,5,0.7556,1,3,2,2,0.7556,2
3911,3273,3,17,2,0,8,1,1,10,7,0.6778,0,0,2,0,0.6778,2
4979,1916,3,20,0,2,8,0,5,6,12,0.0,0,4,2,0,0.0,1
3529,2042,4,23,2,0,16,4,3,6,11,0.0889,0,4,2,0,0.0889,1
645,3534,2,28,0,0,10,3,0,0,3,0.5,0,4,2,0,0.5,2
1524,895,2,21,2,1,7,1,4,1,12,0.0,0,1,2,0,0.0,1
4768,730,1,26,1,0,4,1,0,11,10,0.1778,2,5,3,0,0.2311,2
935,2943,3,11,2,1,13,3,4,1,12,0.0,0,3,2,2,0.0,2
1904,1649,2,12,3,1,11,3,5,4,4,0.6667,1,5,3,0,0.8667,2
4261,1779,3,16,0,1,11,2,2,8,5,0.7556,0,0,0,0,0.3022,1
2031,2964,2,12,3,2,10,2,6,7,3,0.5,0,0,2,0,0.5,2
3601,1796,5,10,3,3,13,0,6,12,10,0.1778,0,0,2,0,0.1778,1
3767,2778,4,3,1,3,15,2,8,6,6,0.8444,0,1,2,0,0.8444,2
3814,3531,2,22,0,0,6,1,0,7,7,0.6778,0,4,3,0,0.8811,2
3914,2509,3,26,3,3,18,5,6,8,2,0.3333,0,0,0,0,0.1333,1
1197,1963,4,10,3,0,10,1,2,6,1,0.1667,0,2,2,2,0.1667,1
3670,1400,1,20,2,0,12,5,2,0,8,0.5111,0,4,2,0,0.5111,2
3409,2013,3,13,1,1,7,0,3,3,9,0.3444,1,1,2,1,0.3444,2
4665,2237,5,35,2,2,18,5,7,0,4,0.6667,0,1,1,0,0.4667,2
2934,1974,4,10,1,2,18,4,7,9,2,0.3333,0,0,2,1,0.3333,2
3963,456,2,28,3,3,9,1,7,10,9,0.3444,0,4,2,0,0.3444,2
3073,3710,5,15,1,2,18,4,6,6,10,0.1778,0,2,2,2,0.1778,2
3213,2323,4,3,2,2,10,0,7,4,1,0.1667,1,3,2,2,0.1667,2
4928,846,3,15,3,3,17,4,7,1,1,0.1667,0,2,2,1,0.1667,1
1219,3347,5,19,3,0,14,2,0,0,10,0.1778,0,2,1,1,0.1245,1
4592,2731,4,6,3,2,18,4,7,0,1,0.1667,0,2,1,1,0.1167,2
614,2663,5,12,0,1,17,3,2,3,11,0.0889,1,2,2,2,0.0889,2
4489,3819,1,11,1,1,3,0,3,4,5,0.7556,1,1,2,0,0.7556,2
2075,2465,4,28,1,1,13,2,3,0,6,0.8444,0,2,1,1,0.5911,2
1462,2609,5,11,1,0,18,4,0,13,11,0.0889,0,4,2,0,0.0889,2
1170,3651,1,10,2,2,4,0,7,4,12,0.0,1,3,2,2,0.0,2
2889,3366,5,13,0,3,18,5,9,7,8,0.5111,0,4,3,0,0.6644,2
742,1009,2,13,0,2,12,3,6,0,3,0.5,0,2,1,1,0.35,2
2186,3813,2,5,0,2,12,3,5,10,4,0.6667,0,2,2,1,0.6667,2
2363,2509,1,32,3,1,11,4,2,2,3,0.5,1,0,2,1,0.5,2
2379,1813,1,10,2,1,7,2,3,6,5,0.7556,0,0,2,1,0.7556,2
4157,3736,4,8,0,0,18,5,1,2,4,0.6667,1,1,2,1,0.6667,2
4962,3872,2,6,2,0,4,0,2,0,5,0.7556,0,0,1,0,0.5289,2
2144,2560,2,10,0,1,11,3,3,6,2,0.3333,0,1,2,0,0.3333,1
2555,3746,5,28,2,3,17,2,9,0,5,0.7556,0,2,1,1,0.5289,2
3235,3752,2,17,2,3,9,1,7,0,6,0.8444,0,4,2,0,0.8444,2
3819,742,5,24,3,3,18,4,9,7,10,0.1778,0,1,2,0,0.1778,1
3196,3928,1,19,3,1,3,0,3,2,2,0.3333,1,1,2,1,0.3333,2
836,3226,2,36,3,1,11,3,2,1,2,0.3333,0,3,2,2,0.3333,2
1114,2449,4,20,3,1,11,1,5,2,9,0.3444,1,5,3,0,0.4477,2
1668,3103,3,28,0,1,17,5,2,9,12,0.0,0,0,2,1,0.0,1
3825,991,1,12,1,0,4,1,2,12,3,0.5,0,1,2,0,0.5,1
2497,3249,5,21,0,1,13,1,4,8,8,0.5111,0,4,1,0,0.3578,2
2886,1209,1,9,0,0,6,2,3,8,3,0.5,0,0,0,0,0.2,1
2151,1581,1,34,2,1,11,4,3,1,3,0.5,0,3,2,2,0.5,2
1672,3847,2,25,0,0,4,0,2,13,5,0.7556,0,4,2,0,0.7556,2
793,2845,4,25,3,3,15,2,8,4,5,0.7556,1,0,2,1,0.7556,2
2489,927,5,13,3,0,18,4,2,9,5,0.7556,0,4,2,0,0.7556,2
632,2567,1,10,1,1,11,4,2,3,2,0.3333,1,3,2,2,0.3333,2
679,793,3,10,0,1,17,5,3,0,4,0.6667,0,4,2,0,0.6667,2
891,3902,3,10,3,3,17,4,9,8,9,0.3444,0,0,0,0,0.1378,2
954,2193,2,26,2,2,16,5,7,2,4,0.6667,1,1,2,1,0.6667,2
4527,2831,1,15,3,3,13,4,6,10,11,0.0889,0,4,2,0,0.0889,1
3443,2553,4,29,0,3,15,2,9,12,6,0.8444,0,2,2,1,0.8444,2
1170,3604,2,34,0,3,13,3,7,11,5,0.7556,2,5,3,0,0.9823,2
2633,3908,2,33,3,1,11,3,2,10,12,0.0,0,4,2,0,0.0,1
2268,3754,5,23,2,2,18,3,6,11,5,0.7556,2,4,3,0,0.9823,2
4366,730,4,25,2,3,18,5,6,6,5,0.7556,0,0,2,1,0.7556,2
4341,2282,4,15,2,2,14,2,5,13,9,0.3444,0,1,2,0,0.3444,2
3006,3825,1,6,2,1,13,5,4,6,12,0.0,0,2,2,2,0.0,1
4568,3883,3,17,3,1,9,1,5,1,5,0.7556,0,1,2,0,0.7556,2
1334,3916,3,10,2,1,15,4,4,0,2,0.3333,0,2,1,1,0.2333,2
4870,3692,1,31,0,2,6,1,6,9,2,0.3333,0,2,2,1,0.3333,1
1458,3200,4,12,3,2,14,2,6,4,6,0.8444,1,1,2,0,0.8444,2
1420,798,5,26,0,0,12,1,0,6,5,0.7556,0,2,2,2,0.7556,2
1990,1738,2,16,3,3,13,3,7,7,3,0.5,0,0,2,0,0.5,2
1376,2124,3,16,3,0,16,5,1,5,1,0.1667,2,4,3,0,0.2167,2
1546,559,3,17,1,2,12,2,4,12,6,0.8444,0,2,2,1,0.8444,2
1806,1055,1,30,3,2,10,3,4,6,11,0.0889,0,4,2,0,0.0889,0
4471,821,2,7,1,0,10,3,2,2,12,0.0,1,4,2,0,0.0,1
2310,2041,2,7,2,2,16,5,7,6,7,0.6778,0,1,2,0,0.6778,2
3767,3895,3,17,1,2,16,4,7,8,8,0.5111,0,0,0,0,0.2044,2
3146,505,5,11,3,2,14,1,5,9,3,0.5,0,2,2,1,0.5,2
1698,534,1,24,1,1,11,4,2,9,11,0.0889,0,0,2,1,0.0889,0
986,1557,3,25,2,2,14,3,4,12,1,0.1667,0,4,2,0,0.1667,1
2968,1947,3,27,1,1,11,2,4,2,6,0.8444,1,1,2,1,0.8444,2
3551,2092,5,21,1,2,18,5,4,1,5,0.7556,0,3,2,2,0.7556,2
2583,2247,3,10,2,3,11,1,9,10,6,0.8444,0,2,2,1,0.8444,2
1099,551,5,13,3,0,10,0,2,11,7,0.6778,2,5,3,0,0.8811,2
4891,3749,1,18,1,1,13,5,3,2,4,0.6667,1,5,3,0,0.8667,2
2255,1441,4,15,2,3,15,2,6,1,10,0.1778,0,1,2,0,0.1778,1
929,3625,2,18,3,1,5,0,2,10,9,0.3444,0,0,2,0,0.3444,1
4808,941,5,36,0,3,18,4,7,7,11,0.0889,0,1,2,0,0.0889,1
1164,1098,2,18,0,3,9,1,8,10,1,0.1667,0,0,2,0,0.1667,1
3087,2549,5,25,2,2,14,1,6,0,10,0.1778,0,1,1,0,0.1245,1
3509,2802,4,10,0,0,12,2,3,8,2,0.3333,0,0,0,0,0.1333,2
4681,725,3,17,3,2,18,5,4,9,2,0.3333,0,4,2,0,0.3333,2
918,1678,1,30,0,1,9,3,5,4,11,0.0889,1,0,2,1,0.0889,1
4358,1854,1,12,0,2,14,5,7,0,7,0.6778,0,1,1,0,0.4745,2
2472,1956,3,18,0,1,17,5,2,6,1,0.1667,0,1,2,0,0.1667,1
1113,1765,5,30,3,2,18,5,6,7,11,0.0889,0,0,2,0,0.0889,1
3604,3194,4,6,1,0,16,4,0,8,3,0.5,0,1,1,0,0.35,2
1698,1520,1,27,2,2,12,4,7,4,8,0.5111,1,5,3,0,0.6644,2
1361,582,3,15,2,2,16,4,5,6,2,0.3333,0,3,2,2,0.3333,2
3740,760,4,15,3,1,18,5,5,6,3,0.5,0,0,2,1,0.5,2
3227,815,5,3,1,1,18,4,3,3,7,0.6778,1,0,2,1,0.6778,2
1153,886,3,6,2,2,16,4,4,7,6,0.8444,0,4,3,0,1.0,2
1437,2622,5,21,0,2,14,1,6,7,4,0.6667,0,0,2,0,0.6667,2
4389,3665,1,13,3,0,2,0,1,12,5,0.7556,0,4,2,0,0.7556,2
2928,2021,4,16,2,2,18,5,7,0,4,0.6667,0,2,1,1,0.4667,2
1396,3707,2,22,1,3,13,3,8,0,9,0.3444,0,1,1,0,0.2411,1
1048,3629,5,27,1,2,16,2,7,6,4,0.6667,0,2,2,2,0.6667,2
3560,2627,2,24,3,0,12,4,0,7,8,0.5111,0,0,2,0,0.5111,1
1729,3969,3,9,1,0,10,2,3,1,2,0.3333,0,4,2,0,0.3333,2
3025,2624,3,15,3,0,6,0,0,5,9,0.3444,2,5,3,0,0.4477,2
3396,3732,5,4,0,2,16,2,4,4,3,0.5,1,3,2,2,0.5,2
4687,2497,1,18,2,1,7,2,4,11,12,0.0,2,5,3,0,0.0,2
2251,3568,1,27,0,2,12,4,4,12,10,0.1778,0,0,2,0,0.1778,1
1030,3985,3,19,3,0,10,2,1,6,9,0.3444,0,3,2,2,0.3444,2
1007,3124,5,10,2,2,18,5,7,7,10,0.1778,0,1,2,0,0.1778,2
3873,1020,2,28,2,3,7,0,7,12,7,0.6778,0,2,2,1,0.6778,2
3242,481,5,9,3,2,18,5,5,12,1,0.1667,0,0,2,0,0.1667,1
816,2311,1,14,2,0,8,3,1,9,1,0.1667,0,2,2,1,0.1667,1
4178,1088,5,20,3,0,16,3,0,7,9,0.3444,0,1,2,0,0.3444,2
4690,3113,5,19,0,2,18,5,4,2,9,0.3444,1,5,3,0,0.4477,2
2461,3564,5,10,1,1,13,1,2,6,8,0.5111,0,2,2,2,0.5111,2
